      0, 0.0012,0.0011984,    390,0.46739,    172,0.20613,     47,0.056327
    300,0.00119,0.0011305,    390,0.44091,    172,0.19445,     47,0.053135
    600,0.00118,0.0010626,    390,0.41442,    172,0.18277,     47,0.049943
    900,0.00114,0.0009947,    390,0.38793,    172,0.17109,     47,0.046751
   1200,0.00108,0.00092679,    390,0.36145,    172,0.15941,     47,0.043559
   1500,0.00102,0.00085888,    390,0.33496,    172,0.14773,     47,0.040367
   1800,0.00095,0.00079097,    390,0.30848,    172,0.13605,     47,0.037176
   2100,0.00089,0.00072306,    390,0.28199,    172,0.12437,     47,0.033984
   2400,0.00082,0.00065515,    390,0.25551,    172,0.11269,     47,0.030792
   2700,0.00075,0.00058723,    390,0.22902,    172,  0.101,     47, 0.0276
   3000,0.00069,0.00051932,    390,0.20254,    172,0.089324,     47,0.024408
   3300,0.00062,0.00045141,    390,0.17605,    172,0.077643,     47,0.021216
   3600,0.00055,0.0003835,    390,0.14957,    172,0.065962,     47,0.018024
   3900,0.00049,0.00037951,    390,0.14801,    172,0.065275,     47,0.017837
   4200,0.00043,0.00037551,    390,0.14645,    172,0.064588,     47,0.017649
   4500, 0.0004,0.00037152,    390,0.14489,    172,0.063901,     47,0.017461
   4800,0.00039,0.00036752,    390,0.14333,    172,0.063214,     47,0.017273
   5100,0.00038,0.00036353,    390,0.14178,    172,0.062527,     47,0.017086
   5400,0.00037,0.00035953,    390,0.14022,    172,0.061839,     47,0.016898
   5700,0.00037,0.00035554,    390,0.13866,    172,0.061152,     47,0.01671
   6000,0.00036,0.00035154,    390, 0.1371,    172,0.060465,     47,0.016522
   6300,0.00036,0.00034755,    390,0.13554,    172,0.059778,     47,0.016335
   6600,0.00035,0.00034355,    390,0.13399,    172,0.059091,     47,0.016147
   6900,0.00035,0.00033956,    390,0.13243,    172,0.058404,     47,0.015959
   7200,0.00035,0.00033556,    390,0.13087,    172,0.057717,     47,0.015771
   7500,0.00034,0.00033956,    390,0.13243,    172,0.058404,     47,0.015959
   7800,0.00034,0.00034355,    390,0.13399,    172,0.059091,     47,0.016147
   8100,0.00034,0.00034755,    390,0.13554,    172,0.059778,     47,0.016335
   8400,0.00034,0.00035154,    390, 0.1371,    172,0.060465,     47,0.016522
   8700,0.00035,0.00035554,    390,0.13866,    172,0.061152,     47,0.01671
   9000,0.00035,0.00035953,    390,0.14022,    172,0.061839,     47,0.016898
   9300,0.00035,0.00036353,    390,0.14178,    172,0.062527,     47,0.017086
   9600,0.00036,0.00036752,    390,0.14333,    172,0.063214,     47,0.017273
   9900,0.00036,0.00037152,    390,0.14489,    172,0.063901,     47,0.017461
  10200,0.00037,0.00037551,    390,0.14645,    172,0.064588,     47,0.017649
  10500,0.00037,0.00037951,    390,0.14801,    172,0.065275,     47,0.017837
  10800,0.00037,0.0003835,    390,0.14957,    172,0.065962,     47,0.018024
  11100,0.00038,0.00039548,    390,0.15424,    172,0.068023,     47,0.018588
  11400,0.00038,0.00040747,    390,0.15891,    172,0.070085,     47,0.019151
  11700,0.00039,0.00041945,    390,0.16359,    172,0.072146,     47,0.019714
  12000, 0.0004,0.00043144,    390,0.16826,    172,0.074207,     47,0.020278
  12300,0.00041,0.00044342,    390,0.17293,    172,0.076269,     47,0.020841
  12600,0.00043,0.00045541,    390,0.17761,    172,0.07833,     47,0.021404
  12900,0.00044,0.00046739,    390,0.18228,    172,0.080391,     47,0.021967
  13200,0.00045,0.00047938,    390,0.18696,    172,0.082453,     47,0.022531
  13500,0.00046,0.00049136,    390,0.19163,    172,0.084514,     47,0.023094
  13800,0.00047,0.00050334,    390, 0.1963,    172,0.086575,     47,0.023657
  14100,0.00049,0.00051533,    390,0.20098,    172,0.088637,     47,0.02422
  14400, 0.0005,0.00052731,    390,0.20565,    172,0.090698,     47,0.024784
  14700,0.00052,0.00071507,    390,0.27888,    172,0.12299,     47,0.033608
  15000,0.00057,0.00090282,    390, 0.3521,    172,0.15529,     47,0.042433
  15300, 0.0007,0.0010906,    390,0.42533,    172,0.18758,     47,0.051257
  15600,0.00098,0.0012783,    390,0.49855,    172,0.21987,     47,0.060082
  15900,0.00112,0.0014661,    390,0.57177,    172,0.25217,     47,0.068906
  16200,0.00124,0.0016538,    390,  0.645,    172,0.28446,     47,0.077731
  16500,0.00169,0.0018416,    390,0.71822,    172,0.31676,     47,0.086555
  16800,0.00415,0.0020294,    390,0.79145,    172,0.34905,     47,0.09538
  17100,0.00697,0.0022171,    390,0.86467,    172,0.38134,     47, 0.1042
  17400,0.00662,0.0024049,    390, 0.9379,    172,0.41364,     47,0.11303
  17700,0.00657,0.0025926,    390, 1.0111,    172,0.44593,     47,0.12185
  18000, 0.0065,0.0027804,    390, 1.0843,    172,0.47822,     47,0.13068
  18300,0.00574,0.0031998,    390, 1.2479,    172,0.55037,     47,0.15039
  18600,0.00445,0.0036193,    390, 1.4115,    172,0.62252,     47,0.17011
  18900,0.00494,0.0040387,    390, 1.5751,    172,0.69466,     47,0.18982
  19200,0.00932,0.0044582,    390, 1.7387,    172,0.76681,     47,0.20953
  19500,0.01328,0.0048776,    390, 1.9023,    172,0.83895,     47,0.22925
  19800, 0.0123,0.0052971,    390, 2.0659,    172, 0.9111,     47,0.24896
  20100,0.00993,0.0057165,    390, 2.2295,    172,0.98325,     47,0.26868
  20400,0.00815,0.006136,    390,  2.393,    172, 1.0554,     47,0.28839
  20700,0.00836,0.0065555,    390, 2.5566,    172, 1.1275,     47,0.30811
  21000,0.01239,0.0069749,    390, 2.7202,    172, 1.1997,     47,0.32782
  21300,0.01589,0.0073944,    390, 2.8838,    172, 1.2718,     47,0.34753
  21600,0.01477,0.0078138,    390, 3.0474,    172,  1.344,     47,0.36725
  21900,0.01235,0.0080096,    390, 3.1237,    172, 1.3776,     47,0.37645
  22200,0.01048,0.0082053,    390, 3.2001,    172, 1.4113,     47,0.38565
  22500,0.01064,0.008401,    390, 3.2764,    172,  1.445,     47,0.39485
  22800,0.01479,0.0085968,    390, 3.3527,    172, 1.4786,     47,0.40405
  23100,0.01946,0.0087925,    390, 3.4291,    172, 1.5123,     47,0.41325
  23400,0.02227,0.0089883,    390, 3.5054,    172,  1.546,     47,0.42245
  23700,0.02257,0.009184,    390, 3.5818,    172, 1.5797,     47,0.43165
  24000, 0.0205,0.0093798,    390, 3.6581,    172, 1.6133,     47,0.44085
  24300,0.02021,0.0095755,    390, 3.7345,    172,  1.647,     47,0.45005
  24600,0.02092,0.0097713,    390, 3.8108,    172, 1.6807,     47,0.45925
  24900, 0.0193,0.009967,    390, 3.8871,    172, 1.7143,     47,0.46845
  25200,0.01799,0.010163,    390, 3.9635,    172,  1.748,     47,0.47765
  25500,0.02071,0.010047,    390, 3.9183,    172, 1.7281,     47, 0.4722
  25800,0.02556,0.0099311,    390, 3.8731,    172, 1.7081,     47,0.46676
  26100,0.02706,0.0098152,    390, 3.8279,    172, 1.6882,     47,0.46131
  26400,0.02818,0.0096994,    390, 3.7827,    172, 1.6683,     47,0.45587
  26700,0.02843,0.0095835,    390, 3.7376,    172, 1.6484,     47,0.45042
  27000,0.02881,0.0094677,    390, 3.6924,    172, 1.6284,     47,0.44498
